Using cuda:0 device
The  1-th iteration
---------------------------------------------
Epoch 1 Test Acc: 24.1563%, Test loss: 0.121545
Epoch 64 Test Acc: 36.4586%, Test loss: 0.120418
Epoch 65 Test Acc: 36.5841%, Test loss: 0.120402
Epoch 66 Test Acc: 36.5751%, Test loss: 0.120420
Epoch 67 Test Acc: 36.6109%, Test loss: 0.120415
Epoch 68 Test Acc: 36.6737%, Test loss: 0.120391
Epoch 69 Test Acc: 36.5213%, Test loss: 0.120406
Epoch 70 Test Acc: 36.4810%, Test loss: 0.120418
Epoch 71 Test Acc: 36.6378%, Test loss: 0.120404
Epoch 72 Test Acc: 36.5975%, Test loss: 0.120402
Epoch 73 Test Acc: 36.6782%, Test loss: 0.120404
Epoch 74 Test Acc: 36.6692%, Test loss: 0.120400
Epoch 75 Test Acc: 36.5348%, Test loss: 0.120426
Epoch 76 Test Acc: 36.7678%, Test loss: 0.120381
Epoch 77 Test Acc: 36.5885%, Test loss: 0.120402
Epoch 78 Test Acc: 36.5392%, Test loss: 0.120420
Epoch 79 Test Acc: 36.7364%, Test loss: 0.120393
Epoch 80 Test Acc: 36.6378%, Test loss: 0.120405
Epoch 81 Test Acc: 36.8933%, Test loss: 0.120370
Epoch 82 Test Acc: 36.6109%, Test loss: 0.120409
Epoch 83 Test Acc: 36.6602%, Test loss: 0.120392
Epoch 84 Test Acc: 36.7140%, Test loss: 0.120413
Epoch 85 Test Acc: 36.6558%, Test loss: 0.120400
Epoch 86 Test Acc: 36.7544%, Test loss: 0.120376
Epoch 87 Test Acc: 36.6334%, Test loss: 0.120402
Epoch 88 Test Acc: 36.7992%, Test loss: 0.120386
Epoch 89 Test Acc: 36.6916%, Test loss: 0.120402
Epoch 90 Test Acc: 36.8530%, Test loss: 0.120386
Epoch 91 Test Acc: 36.7902%, Test loss: 0.120393
Epoch 92 Test Acc: 36.7947%, Test loss: 0.120382
Epoch 93 Test Acc: 36.8440%, Test loss: 0.120388
Epoch 94 Test Acc: 36.7857%, Test loss: 0.120412
Epoch 95 Test Acc: 36.9426%, Test loss: 0.120384
Epoch 96 Test Acc: 36.9202%, Test loss: 0.120382
Epoch 97 Test Acc: 36.8440%, Test loss: 0.120416
Epoch 98 Test Acc: 37.0098%, Test loss: 0.120368
Epoch 99 Test Acc: 36.9829%, Test loss: 0.120375
Epoch 100 Test Acc: 36.9740%, Test loss: 0.120381
Epoch 101 Test Acc: 37.1487%, Test loss: 0.120402
Epoch 102 Test Acc: 37.1398%, Test loss: 0.120388
Epoch 103 Test Acc: 37.1622%, Test loss: 0.120378
Epoch 104 Test Acc: 36.9784%, Test loss: 0.120388
Epoch 105 Test Acc: 37.0457%, Test loss: 0.120383
Epoch 106 Test Acc: 37.2653%, Test loss: 0.120362
Epoch 107 Test Acc: 37.0053%, Test loss: 0.120405
Epoch 108 Test Acc: 37.1667%, Test loss: 0.120375
Epoch 109 Test Acc: 37.1219%, Test loss: 0.120361
Epoch 110 Test Acc: 37.1353%, Test loss: 0.120399
Epoch 111 Test Acc: 37.1756%, Test loss: 0.120372
Epoch 112 Test Acc: 37.0681%, Test loss: 0.120393
Epoch 113 Test Acc: 37.2249%, Test loss: 0.120373
Epoch 114 Test Acc: 37.1756%, Test loss: 0.120378
Epoch 115 Test Acc: 37.1756%, Test loss: 0.120380
Epoch 116 Test Acc: 37.1039%, Test loss: 0.120387
Epoch 117 Test Acc: 37.1980%, Test loss: 0.120394
Epoch 118 Test Acc: 37.3191%, Test loss: 0.120365
Epoch 119 Test Acc: 37.3280%, Test loss: 0.120370
Epoch 120 Test Acc: 37.0277%, Test loss: 0.120398
Epoch 121 Test Acc: 37.5835%, Test loss: 0.120355
Epoch 122 Test Acc: 37.1353%, Test loss: 0.120401
Epoch 123 Test Acc: 37.4176%, Test loss: 0.120364
Epoch 124 Test Acc: 37.4580%, Test loss: 0.120369
Epoch 125 Test Acc: 37.3415%, Test loss: 0.120376
Epoch 126 Test Acc: 37.2070%, Test loss: 0.120391
Epoch 127 Test Acc: 37.4132%, Test loss: 0.120355
Epoch 128 Test Acc: 37.2608%, Test loss: 0.120365
Epoch 129 Test Acc: 37.1308%, Test loss: 0.120375
Epoch 130 Test Acc: 37.3684%, Test loss: 0.120369
Epoch 131 Test Acc: 37.2025%, Test loss: 0.120398
Epoch 132 Test Acc: 37.6193%, Test loss: 0.120333
Epoch 133 Test Acc: 37.3459%, Test loss: 0.120385
Epoch 134 Test Acc: 37.3997%, Test loss: 0.120347
Epoch 135 Test Acc: 37.3235%, Test loss: 0.120391
Epoch 136 Test Acc: 37.3908%, Test loss: 0.120337
Epoch 137 Test Acc: 37.3639%, Test loss: 0.120346
Epoch 138 Test Acc: 37.2025%, Test loss: 0.120385
Epoch 139 Test Acc: 37.3280%, Test loss: 0.120352
Epoch 140 Test Acc: 37.5387%, Test loss: 0.120348
Epoch 141 Test Acc: 37.4221%, Test loss: 0.120358
Epoch 142 Test Acc: 37.3325%, Test loss: 0.120384
Epoch 143 Test Acc: 37.5655%, Test loss: 0.120346
Epoch 144 Test Acc: 37.5297%, Test loss: 0.120343
Epoch 145 Test Acc: 37.4311%, Test loss: 0.120361
Epoch 146 Test Acc: 37.5118%, Test loss: 0.120340
Epoch 147 Test Acc: 37.5880%, Test loss: 0.120377
Epoch 148 Test Acc: 37.5835%, Test loss: 0.120341
Epoch 149 Test Acc: 37.7269%, Test loss: 0.120353
Epoch 150 Test Acc: 37.5835%, Test loss: 0.120347
---------------------------------------------
The  2-th iteration
---------------------------------------------
Epoch 1 Test Acc: 24.5417%, Test loss: 0.121364
Epoch 2 Test Acc: 29.9422%, Test loss: 0.120703
Epoch 3 Test Acc: 32.5640%, Test loss: 0.120426
Epoch 4 Test Acc: 34.1505%, Test loss: 0.120317
Epoch 5 Test Acc: 34.6793%, Test loss: 0.120321
Epoch 6 Test Acc: 35.0244%, Test loss: 0.120332
Epoch 7 Test Acc: 35.0244%, Test loss: 0.120373
Epoch 8 Test Acc: 35.0872%, Test loss: 0.120425
Epoch 9 Test Acc: 35.1589%, Test loss: 0.120475
Epoch 10 Test Acc: 35.1365%, Test loss: 0.120539
Epoch 11 Test Acc: 35.3337%, Test loss: 0.120576
Epoch 12 Test Acc: 35.8132%, Test loss: 0.120563
Epoch 13 Test Acc: 36.1045%, Test loss: 0.120522
Epoch 14 Test Acc: 36.4137%, Test loss: 0.120484
Epoch 15 Test Acc: 36.4406%, Test loss: 0.120458
Epoch 16 Test Acc: 36.4989%, Test loss: 0.120466
Epoch 17 Test Acc: 36.5437%, Test loss: 0.120480
Epoch 18 Test Acc: 36.5527%, Test loss: 0.120491
Epoch 19 Test Acc: 36.5527%, Test loss: 0.120495
Epoch 20 Test Acc: 36.5796%, Test loss: 0.120495
Epoch 21 Test Acc: 36.5482%, Test loss: 0.120492
Epoch 22 Test Acc: 36.5885%, Test loss: 0.120477
Epoch 23 Test Acc: 36.6423%, Test loss: 0.120477
Epoch 24 Test Acc: 36.6334%, Test loss: 0.120468
Epoch 25 Test Acc: 36.5930%, Test loss: 0.120471
Epoch 26 Test Acc: 36.6154%, Test loss: 0.120480
Epoch 27 Test Acc: 36.6109%, Test loss: 0.120478
Epoch 28 Test Acc: 36.6647%, Test loss: 0.120474
Epoch 29 Test Acc: 36.6199%, Test loss: 0.120470
Epoch 30 Test Acc: 36.5168%, Test loss: 0.120473
Epoch 31 Test Acc: 36.5661%, Test loss: 0.120458
Epoch 32 Test Acc: 36.6289%, Test loss: 0.120465
Epoch 33 Test Acc: 36.4720%, Test loss: 0.120477
Epoch 34 Test Acc: 36.5975%, Test loss: 0.120460
Epoch 35 Test Acc: 36.5527%, Test loss: 0.120453
Epoch 36 Test Acc: 36.4541%, Test loss: 0.120463
Epoch 37 Test Acc: 36.4406%, Test loss: 0.120453
Epoch 38 Test Acc: 36.4810%, Test loss: 0.120459
Epoch 39 Test Acc: 36.4810%, Test loss: 0.120439
Epoch 40 Test Acc: 36.4810%, Test loss: 0.120447
Epoch 41 Test Acc: 36.5258%, Test loss: 0.120438
Epoch 42 Test Acc: 36.4855%, Test loss: 0.120458
Epoch 43 Test Acc: 36.6199%, Test loss: 0.120434
Epoch 44 Test Acc: 36.6244%, Test loss: 0.120435
Epoch 45 Test Acc: 36.6065%, Test loss: 0.120439
Epoch 46 Test Acc: 36.5706%, Test loss: 0.120456
Epoch 47 Test Acc: 36.5930%, Test loss: 0.120444
Epoch 48 Test Acc: 36.6692%, Test loss: 0.120417
Epoch 49 Test Acc: 36.6513%, Test loss: 0.120428
Epoch 50 Test Acc: 36.5527%, Test loss: 0.120445
Epoch 51 Test Acc: 36.5348%, Test loss: 0.120438
Epoch 52 Test Acc: 36.5348%, Test loss: 0.120423
Epoch 53 Test Acc: 36.6199%, Test loss: 0.120414
Epoch 54 Test Acc: 36.6289%, Test loss: 0.120413
Epoch 55 Test Acc: 36.5168%, Test loss: 0.120438
Epoch 56 Test Acc: 36.5841%, Test loss: 0.120437
Epoch 57 Test Acc: 36.6378%, Test loss: 0.120417
Epoch 58 Test Acc: 36.6602%, Test loss: 0.120420
Epoch 59 Test Acc: 36.5930%, Test loss: 0.120422
Epoch 60 Test Acc: 36.7230%, Test loss: 0.120400
Epoch 61 Test Acc: 36.6423%, Test loss: 0.120417
Epoch 62 Test Acc: 36.7006%, Test loss: 0.120416
Epoch 63 Test Acc: 36.6334%, Test loss: 0.120403
Epoch 64 Test Acc: 36.6065%, Test loss: 0.120417
Epoch 65 Test Acc: 36.6244%, Test loss: 0.120416
Epoch 66 Test Acc: 36.5348%, Test loss: 0.120415
Epoch 67 Test Acc: 36.6244%, Test loss: 0.120413
Epoch 68 Test Acc: 36.6602%, Test loss: 0.120397
Epoch 69 Test Acc: 36.5437%, Test loss: 0.120408
Epoch 70 Test Acc: 36.5975%, Test loss: 0.120406
Epoch 71 Test Acc: 36.6916%, Test loss: 0.120403
Epoch 72 Test Acc: 36.6020%, Test loss: 0.120403
Epoch 73 Test Acc: 36.7588%, Test loss: 0.120397
Epoch 74 Test Acc: 36.6154%, Test loss: 0.120405
Epoch 75 Test Acc: 36.6827%, Test loss: 0.120396
Epoch 76 Test Acc: 36.6154%, Test loss: 0.120403
Epoch 77 Test Acc: 36.7051%, Test loss: 0.120406
Epoch 78 Test Acc: 36.7319%, Test loss: 0.120387
Epoch 79 Test Acc: 36.7723%, Test loss: 0.120398
Epoch 80 Test Acc: 36.5751%, Test loss: 0.120406
Epoch 81 Test Acc: 36.6513%, Test loss: 0.120396
Epoch 82 Test Acc: 36.6692%, Test loss: 0.120399
Epoch 83 Test Acc: 36.6692%, Test loss: 0.120393
Epoch 84 Test Acc: 36.7499%, Test loss: 0.120391
Epoch 85 Test Acc: 36.6647%, Test loss: 0.120395
Epoch 86 Test Acc: 36.7992%, Test loss: 0.120388
Epoch 87 Test Acc: 36.5079%, Test loss: 0.120417
Epoch 88 Test Acc: 36.9784%, Test loss: 0.120366
Epoch 89 Test Acc: 36.7319%, Test loss: 0.120403
Epoch 90 Test Acc: 36.7140%, Test loss: 0.120393
Epoch 91 Test Acc: 36.7723%, Test loss: 0.120396
Epoch 92 Test Acc: 36.9023%, Test loss: 0.120377
Epoch 93 Test Acc: 36.6602%, Test loss: 0.120413
Epoch 94 Test Acc: 36.6020%, Test loss: 0.120399
Epoch 95 Test Acc: 37.0053%, Test loss: 0.120364
Epoch 96 Test Acc: 36.6423%, Test loss: 0.120404
Epoch 97 Test Acc: 36.7812%, Test loss: 0.120404
Epoch 98 Test Acc: 36.9471%, Test loss: 0.120387
Epoch 99 Test Acc: 37.0457%, Test loss: 0.120359
Epoch 100 Test Acc: 36.9023%, Test loss: 0.120403
Epoch 101 Test Acc: 36.8843%, Test loss: 0.120385
Epoch 102 Test Acc: 37.0591%, Test loss: 0.120379
Epoch 103 Test Acc: 36.9023%, Test loss: 0.120396
Epoch 104 Test Acc: 36.9560%, Test loss: 0.120401
Epoch 105 Test Acc: 37.1084%, Test loss: 0.120370
Epoch 106 Test Acc: 36.9023%, Test loss: 0.120417
Epoch 107 Test Acc: 37.1891%, Test loss: 0.120362
Epoch 108 Test Acc: 36.8485%, Test loss: 0.120411
Epoch 109 Test Acc: 37.0367%, Test loss: 0.120374
Epoch 110 Test Acc: 37.0502%, Test loss: 0.120388
Epoch 111 Test Acc: 37.2339%, Test loss: 0.120367
Epoch 112 Test Acc: 37.0905%, Test loss: 0.120412
Epoch 113 Test Acc: 37.1443%, Test loss: 0.120389
Epoch 114 Test Acc: 37.2563%, Test loss: 0.120356
Epoch 115 Test Acc: 37.0681%, Test loss: 0.120395
Epoch 116 Test Acc: 37.1532%, Test loss: 0.120370
Epoch 117 Test Acc: 37.2787%, Test loss: 0.120363
Epoch 118 Test Acc: 37.0188%, Test loss: 0.120403
Epoch 119 Test Acc: 37.5162%, Test loss: 0.120339
Epoch 120 Test Acc: 37.1487%, Test loss: 0.120396
Epoch 121 Test Acc: 37.2025%, Test loss: 0.120379
Epoch 122 Test Acc: 37.2742%, Test loss: 0.120383
Epoch 123 Test Acc: 37.3191%, Test loss: 0.120359
Epoch 124 Test Acc: 37.3011%, Test loss: 0.120377
Epoch 125 Test Acc: 37.2294%, Test loss: 0.120363
Epoch 126 Test Acc: 37.2115%, Test loss: 0.120386
Epoch 127 Test Acc: 37.4087%, Test loss: 0.120337
Epoch 128 Test Acc: 37.1174%, Test loss: 0.120392
Epoch 129 Test Acc: 37.2473%, Test loss: 0.120371
Epoch 130 Test Acc: 37.3863%, Test loss: 0.120358
Epoch 131 Test Acc: 37.2698%, Test loss: 0.120360
Epoch 132 Test Acc: 37.2698%, Test loss: 0.120378
Epoch 133 Test Acc: 37.4445%, Test loss: 0.120375
Epoch 134 Test Acc: 37.5566%, Test loss: 0.120329
Epoch 135 Test Acc: 37.1712%, Test loss: 0.120380
Epoch 136 Test Acc: 37.6283%, Test loss: 0.120357
Epoch 137 Test Acc: 37.4221%, Test loss: 0.120347
Epoch 138 Test Acc: 37.3101%, Test loss: 0.120380
Epoch 139 Test Acc: 37.3818%, Test loss: 0.120363
Epoch 140 Test Acc: 37.5252%, Test loss: 0.120353
Epoch 141 Test Acc: 37.4356%, Test loss: 0.120375
Epoch 142 Test Acc: 37.4311%, Test loss: 0.120369
Epoch 143 Test Acc: 37.5118%, Test loss: 0.120349
Epoch 144 Test Acc: 37.4938%, Test loss: 0.120347
Epoch 145 Test Acc: 37.3459%, Test loss: 0.120360
Epoch 146 Test Acc: 37.4804%, Test loss: 0.120355
Epoch 147 Test Acc: 37.4490%, Test loss: 0.120356
Epoch 148 Test Acc: 37.5252%, Test loss: 0.120342
Epoch 149 Test Acc: 37.3325%, Test loss: 0.120360
Epoch 150 Test Acc: 37.4714%, Test loss: 0.120334
---------------------------------------------
The  3-th iteration
---------------------------------------------
Epoch 1 Test Acc: 24.8062%, Test loss: 0.121513
Epoch 2 Test Acc: 30.2918%, Test loss: 0.120782
Epoch 3 Test Acc: 33.1107%, Test loss: 0.120459
Epoch 4 Test Acc: 34.0653%, Test loss: 0.120330
Epoch 5 Test Acc: 34.4463%, Test loss: 0.120339
Epoch 6 Test Acc: 34.5807%, Test loss: 0.120423
Epoch 7 Test Acc: 34.8003%, Test loss: 0.120467
Epoch 8 Test Acc: 35.1454%, Test loss: 0.120483
Epoch 9 Test Acc: 35.1902%, Test loss: 0.120523
Epoch 10 Test Acc: 35.1409%, Test loss: 0.120573
Epoch 11 Test Acc: 35.5174%, Test loss: 0.120603
Epoch 12 Test Acc: 35.8894%, Test loss: 0.120592
Epoch 13 Test Acc: 36.0911%, Test loss: 0.120546
Epoch 14 Test Acc: 36.2972%, Test loss: 0.120502
Epoch 15 Test Acc: 36.3869%, Test loss: 0.120481
Epoch 16 Test Acc: 36.4137%, Test loss: 0.120478
Epoch 17 Test Acc: 36.4451%, Test loss: 0.120487
Epoch 18 Test Acc: 36.4720%, Test loss: 0.120506
Epoch 19 Test Acc: 36.5258%, Test loss: 0.120511
Epoch 20 Test Acc: 36.6020%, Test loss: 0.120504
Epoch 21 Test Acc: 36.5885%, Test loss: 0.120509
Epoch 22 Test Acc: 36.5437%, Test loss: 0.120509
Epoch 23 Test Acc: 36.6737%, Test loss: 0.120494
Epoch 24 Test Acc: 36.6020%, Test loss: 0.120481
Epoch 25 Test Acc: 36.5482%, Test loss: 0.120479
Epoch 26 Test Acc: 36.6020%, Test loss: 0.120481
Epoch 27 Test Acc: 36.6602%, Test loss: 0.120472
Epoch 28 Test Acc: 36.5348%, Test loss: 0.120474
Epoch 29 Test Acc: 36.5796%, Test loss: 0.120475
Epoch 30 Test Acc: 36.6423%, Test loss: 0.120471
Epoch 31 Test Acc: 36.5751%, Test loss: 0.120469
Epoch 32 Test Acc: 36.5572%, Test loss: 0.120461
Epoch 33 Test Acc: 36.5303%, Test loss: 0.120464
Epoch 34 Test Acc: 36.5079%, Test loss: 0.120471
Epoch 35 Test Acc: 36.4855%, Test loss: 0.120468
Epoch 36 Test Acc: 36.4227%, Test loss: 0.120467
Epoch 37 Test Acc: 36.5437%, Test loss: 0.120447
Epoch 38 Test Acc: 36.4541%, Test loss: 0.120470
Epoch 39 Test Acc: 36.5303%, Test loss: 0.120461
Epoch 40 Test Acc: 36.6020%, Test loss: 0.120439
Epoch 41 Test Acc: 36.4048%, Test loss: 0.120463
Epoch 42 Test Acc: 36.5303%, Test loss: 0.120446
Epoch 43 Test Acc: 36.4227%, Test loss: 0.120442
Epoch 44 Test Acc: 36.4989%, Test loss: 0.120445
Epoch 45 Test Acc: 36.4362%, Test loss: 0.120455
Epoch 46 Test Acc: 36.5616%, Test loss: 0.120428
Epoch 47 Test Acc: 36.6423%, Test loss: 0.120433
Epoch 48 Test Acc: 36.5706%, Test loss: 0.120445
Epoch 49 Test Acc: 36.2748%, Test loss: 0.120457
Epoch 50 Test Acc: 36.5751%, Test loss: 0.120428
Epoch 51 Test Acc: 36.5616%, Test loss: 0.120435
Epoch 52 Test Acc: 36.6378%, Test loss: 0.120416
Epoch 53 Test Acc: 36.3420%, Test loss: 0.120450
Epoch 54 Test Acc: 36.4899%, Test loss: 0.120437
Epoch 55 Test Acc: 36.6154%, Test loss: 0.120404
Epoch 56 Test Acc: 36.6602%, Test loss: 0.120434
Epoch 57 Test Acc: 36.5706%, Test loss: 0.120418
Epoch 58 Test Acc: 36.4227%, Test loss: 0.120435
Epoch 59 Test Acc: 36.4451%, Test loss: 0.120436
Epoch 60 Test Acc: 36.5123%, Test loss: 0.120420
Epoch 61 Test Acc: 36.4944%, Test loss: 0.120420
Epoch 62 Test Acc: 36.5392%, Test loss: 0.120424
Epoch 63 Test Acc: 36.5796%, Test loss: 0.120415
Epoch 64 Test Acc: 36.5796%, Test loss: 0.120416
Epoch 65 Test Acc: 36.3913%, Test loss: 0.120434
Epoch 66 Test Acc: 36.5841%, Test loss: 0.120406
Epoch 67 Test Acc: 36.5392%, Test loss: 0.120433
Epoch 68 Test Acc: 36.6513%, Test loss: 0.120411
Epoch 69 Test Acc: 36.5482%, Test loss: 0.120408
Epoch 70 Test Acc: 36.6334%, Test loss: 0.120396
Epoch 71 Test Acc: 36.4182%, Test loss: 0.120434
Epoch 72 Test Acc: 36.7185%, Test loss: 0.120407
Epoch 73 Test Acc: 36.5661%, Test loss: 0.120411
Epoch 74 Test Acc: 36.6827%, Test loss: 0.120427
Epoch 75 Test Acc: 36.4989%, Test loss: 0.120415
Epoch 76 Test Acc: 36.6423%, Test loss: 0.120390
Epoch 77 Test Acc: 36.5123%, Test loss: 0.120401
Epoch 78 Test Acc: 36.5930%, Test loss: 0.120392
Epoch 79 Test Acc: 36.5482%, Test loss: 0.120410
Epoch 80 Test Acc: 36.6289%, Test loss: 0.120398
Epoch 81 Test Acc: 36.5482%, Test loss: 0.120410
Epoch 82 Test Acc: 36.7409%, Test loss: 0.120381
Epoch 83 Test Acc: 36.7006%, Test loss: 0.120406
Epoch 84 Test Acc: 36.6334%, Test loss: 0.120403
Epoch 85 Test Acc: 36.6513%, Test loss: 0.120391
Epoch 86 Test Acc: 36.6871%, Test loss: 0.120387
Epoch 87 Test Acc: 36.4855%, Test loss: 0.120406
Epoch 88 Test Acc: 36.7992%, Test loss: 0.120388
Epoch 89 Test Acc: 36.7051%, Test loss: 0.120403
Epoch 90 Test Acc: 36.7812%, Test loss: 0.120392
Epoch 91 Test Acc: 36.7499%, Test loss: 0.120382
Epoch 92 Test Acc: 36.6423%, Test loss: 0.120396
Epoch 93 Test Acc: 36.9202%, Test loss: 0.120378
Epoch 94 Test Acc: 36.7768%, Test loss: 0.120402
Epoch 95 Test Acc: 36.6647%, Test loss: 0.120397
Epoch 96 Test Acc: 36.7992%, Test loss: 0.120387
Epoch 97 Test Acc: 37.0188%, Test loss: 0.120353
Epoch 98 Test Acc: 36.6468%, Test loss: 0.120414
Epoch 99 Test Acc: 36.7230%, Test loss: 0.120398
Epoch 100 Test Acc: 36.7409%, Test loss: 0.120386
Epoch 101 Test Acc: 36.8126%, Test loss: 0.120383
Epoch 102 Test Acc: 36.9157%, Test loss: 0.120381
Epoch 103 Test Acc: 36.8126%, Test loss: 0.120393
Epoch 104 Test Acc: 36.7633%, Test loss: 0.120411
Epoch 105 Test Acc: 37.1443%, Test loss: 0.120366
Epoch 106 Test Acc: 37.0143%, Test loss: 0.120386
Epoch 107 Test Acc: 37.0546%, Test loss: 0.120359
Epoch 108 Test Acc: 36.9605%, Test loss: 0.120402
Epoch 109 Test Acc: 36.9560%, Test loss: 0.120385
Epoch 110 Test Acc: 36.9336%, Test loss: 0.120388
Epoch 111 Test Acc: 37.1756%, Test loss: 0.120369
Epoch 112 Test Acc: 37.0815%, Test loss: 0.120379
Epoch 113 Test Acc: 37.0009%, Test loss: 0.120388
Epoch 114 Test Acc: 37.2115%, Test loss: 0.120369
Epoch 115 Test Acc: 36.9426%, Test loss: 0.120388
Epoch 116 Test Acc: 37.1532%, Test loss: 0.120362
Epoch 117 Test Acc: 37.0457%, Test loss: 0.120375
Epoch 118 Test Acc: 36.9157%, Test loss: 0.120403
Epoch 119 Test Acc: 37.1174%, Test loss: 0.120374
Epoch 120 Test Acc: 37.3415%, Test loss: 0.120358
Epoch 121 Test Acc: 37.1801%, Test loss: 0.120391
Epoch 122 Test Acc: 37.1039%, Test loss: 0.120401
Epoch 123 Test Acc: 37.2473%, Test loss: 0.120365
Epoch 124 Test Acc: 37.1308%, Test loss: 0.120379
Epoch 125 Test Acc: 37.1174%, Test loss: 0.120396
Epoch 126 Test Acc: 37.3370%, Test loss: 0.120378
Epoch 127 Test Acc: 37.4221%, Test loss: 0.120349
Epoch 128 Test Acc: 37.3056%, Test loss: 0.120393
Epoch 129 Test Acc: 37.2742%, Test loss: 0.120374
Epoch 130 Test Acc: 37.5118%, Test loss: 0.120358
Epoch 131 Test Acc: 37.2653%, Test loss: 0.120376
Epoch 132 Test Acc: 37.2384%, Test loss: 0.120388
Epoch 133 Test Acc: 37.5162%, Test loss: 0.120349
Epoch 134 Test Acc: 37.5297%, Test loss: 0.120341
Epoch 135 Test Acc: 37.2473%, Test loss: 0.120386
Epoch 136 Test Acc: 37.5476%, Test loss: 0.120347
Epoch 137 Test Acc: 37.2966%, Test loss: 0.120377
Epoch 138 Test Acc: 37.5118%, Test loss: 0.120344
Epoch 139 Test Acc: 37.7179%, Test loss: 0.120340
Epoch 140 Test Acc: 37.0905%, Test loss: 0.120412
Epoch 141 Test Acc: 37.5969%, Test loss: 0.120329
Epoch 142 Test Acc: 37.6462%, Test loss: 0.120326
Epoch 143 Test Acc: 37.0188%, Test loss: 0.120371
Epoch 144 Test Acc: 37.4221%, Test loss: 0.120360
Epoch 145 Test Acc: 37.5835%, Test loss: 0.120344
Epoch 146 Test Acc: 37.5521%, Test loss: 0.120353
Epoch 147 Test Acc: 37.4221%, Test loss: 0.120365
