Using cuda:0 device
The  1-th iteration
---------------------------------------------
Epoch 1 Test Acc: 31.4929%, Test loss: 0.120678
Epoch 2 Test Acc: 35.5264%, Test loss: 0.119992
Epoch 3 Test Acc: 36.7051%, Test loss: 0.119821
Epoch 4 Test Acc: 37.5342%, Test loss: 0.119752
Epoch 5 Test Acc: 37.5476%, Test loss: 0.119731
Epoch 6 Test Acc: 37.5790%, Test loss: 0.119732
Epoch 7 Test Acc: 37.4221%, Test loss: 0.119759
Epoch 8 Test Acc: 37.4176%, Test loss: 0.119818
Epoch 9 Test Acc: 37.2518%, Test loss: 0.119868
Epoch 10 Test Acc: 37.1487%, Test loss: 0.119907
Epoch 11 Test Acc: 37.1577%, Test loss: 0.119914
Epoch 12 Test Acc: 37.4132%, Test loss: 0.119865
Epoch 13 Test Acc: 37.5880%, Test loss: 0.119790
Epoch 14 Test Acc: 37.6328%, Test loss: 0.119748
Epoch 15 Test Acc: 37.6104%, Test loss: 0.119752
Epoch 16 Test Acc: 37.4938%, Test loss: 0.119766
Epoch 17 Test Acc: 37.2160%, Test loss: 0.119796
Epoch 18 Test Acc: 37.2384%, Test loss: 0.119838
Epoch 19 Test Acc: 37.2473%, Test loss: 0.119827
Epoch 20 Test Acc: 37.2832%, Test loss: 0.119807
Epoch 21 Test Acc: 37.2877%, Test loss: 0.119808
Epoch 22 Test Acc: 37.3594%, Test loss: 0.119786
Epoch 23 Test Acc: 37.2384%, Test loss: 0.119790
Epoch 24 Test Acc: 37.0994%, Test loss: 0.119805
Epoch 25 Test Acc: 37.1667%, Test loss: 0.119786
Epoch 26 Test Acc: 37.1084%, Test loss: 0.119796
Epoch 27 Test Acc: 36.9919%, Test loss: 0.119810
Epoch 28 Test Acc: 36.8888%, Test loss: 0.119816
Epoch 29 Test Acc: 37.1129%, Test loss: 0.119787
Epoch 30 Test Acc: 37.1398%, Test loss: 0.119789
Epoch 31 Test Acc: 36.8843%, Test loss: 0.119808
Epoch 32 Test Acc: 36.7006%, Test loss: 0.119820
Epoch 33 Test Acc: 36.8530%, Test loss: 0.119800
Epoch 34 Test Acc: 36.9291%, Test loss: 0.119783
Epoch 35 Test Acc: 36.6916%, Test loss: 0.119816
Epoch 36 Test Acc: 36.7588%, Test loss: 0.119798
Epoch 37 Test Acc: 36.9650%, Test loss: 0.119791
Epoch 38 Test Acc: 36.8440%, Test loss: 0.119789
Epoch 39 Test Acc: 36.7454%, Test loss: 0.119808
Epoch 40 Test Acc: 36.9516%, Test loss: 0.119796
Epoch 41 Test Acc: 36.7230%, Test loss: 0.119800
Epoch 42 Test Acc: 36.8395%, Test loss: 0.119781
Epoch 43 Test Acc: 36.7006%, Test loss: 0.119809
