Using cuda:0 device
The  1-th iteration
---------------------------------------------
Epoch 1 Test Acc: 24.7121%, Test loss: 0.121766
Epoch 2 Test Acc: 31.0716%, Test loss: 0.121140
Epoch 3 Test Acc: 33.9533%, Test loss: 0.120873
Epoch 4 Test Acc: 35.2844%, Test loss: 0.120769
Epoch 5 Test Acc: 35.9970%, Test loss: 0.120690
Epoch 6 Test Acc: 36.4317%, Test loss: 0.120623
Epoch 7 Test Acc: 36.8081%, Test loss: 0.120575
Epoch 8 Test Acc: 36.9964%, Test loss: 0.120549
Epoch 9 Test Acc: 37.1712%, Test loss: 0.120538
Epoch 10 Test Acc: 37.1801%, Test loss: 0.120547
Epoch 11 Test Acc: 36.9560%, Test loss: 0.120570
Epoch 12 Test Acc: 36.7812%, Test loss: 0.120594
Epoch 13 Test Acc: 36.7051%, Test loss: 0.120609
Epoch 14 Test Acc: 36.9471%, Test loss: 0.120600
Epoch 15 Test Acc: 37.1263%, Test loss: 0.120571
Epoch 16 Test Acc: 37.2832%, Test loss: 0.120542
Epoch 17 Test Acc: 37.3011%, Test loss: 0.120525
Epoch 18 Test Acc: 37.1219%, Test loss: 0.120518
Epoch 19 Test Acc: 37.0994%, Test loss: 0.120517
Epoch 20 Test Acc: 37.1308%, Test loss: 0.120513
Epoch 21 Test Acc: 37.1980%, Test loss: 0.120514
Epoch 22 Test Acc: 37.0770%, Test loss: 0.120519
Epoch 23 Test Acc: 36.8978%, Test loss: 0.120523
Epoch 24 Test Acc: 36.9157%, Test loss: 0.120516
Epoch 25 Test Acc: 36.9829%, Test loss: 0.120498
Epoch 26 Test Acc: 36.9740%, Test loss: 0.120493
Epoch 27 Test Acc: 36.9605%, Test loss: 0.120499
Epoch 28 Test Acc: 36.9560%, Test loss: 0.120494
Epoch 29 Test Acc: 36.9247%, Test loss: 0.120486
Epoch 30 Test Acc: 36.9157%, Test loss: 0.120489
Epoch 31 Test Acc: 36.8754%, Test loss: 0.120494
Epoch 32 Test Acc: 36.8485%, Test loss: 0.120491
Epoch 33 Test Acc: 36.7947%, Test loss: 0.120491
Epoch 34 Test Acc: 36.7768%, Test loss: 0.120494
Epoch 35 Test Acc: 36.9023%, Test loss: 0.120474
Epoch 36 Test Acc: 36.8037%, Test loss: 0.120467
Epoch 37 Test Acc: 36.7723%, Test loss: 0.120478
Epoch 38 Test Acc: 36.9381%, Test loss: 0.120467
Epoch 39 Test Acc: 36.8888%, Test loss: 0.120474
Epoch 40 Test Acc: 36.7723%, Test loss: 0.120481
Epoch 41 Test Acc: 36.8843%, Test loss: 0.120472
Epoch 42 Test Acc: 36.9291%, Test loss: 0.120460
Epoch 43 Test Acc: 36.7857%, Test loss: 0.120475
Epoch 44 Test Acc: 36.8171%, Test loss: 0.120471
Epoch 45 Test Acc: 36.8709%, Test loss: 0.120463
Epoch 46 Test Acc: 36.8754%, Test loss: 0.120457
Epoch 47 Test Acc: 36.8619%, Test loss: 0.120440
Epoch 48 Test Acc: 36.7857%, Test loss: 0.120445
Epoch 49 Test Acc: 36.7185%, Test loss: 0.120463
Epoch 50 Test Acc: 36.7588%, Test loss: 0.120450
Epoch 51 Test Acc: 36.7095%, Test loss: 0.120452
Epoch 52 Test Acc: 36.7768%, Test loss: 0.120431
Epoch 53 Test Acc: 36.7499%, Test loss: 0.120435
Epoch 54 Test Acc: 36.7051%, Test loss: 0.120443
Epoch 55 Test Acc: 36.6558%, Test loss: 0.120438
Epoch 56 Test Acc: 36.7095%, Test loss: 0.120455
Epoch 57 Test Acc: 36.7992%, Test loss: 0.120424
Epoch 58 Test Acc: 36.6961%, Test loss: 0.120430
Epoch 59 Test Acc: 36.6647%, Test loss: 0.120444
Epoch 60 Test Acc: 36.7409%, Test loss: 0.120429
Epoch 61 Test Acc: 36.6558%, Test loss: 0.120448
Epoch 62 Test Acc: 36.7006%, Test loss: 0.120433
Epoch 63 Test Acc: 36.6647%, Test loss: 0.120434
Epoch 64 Test Acc: 36.6558%, Test loss: 0.120433
Epoch 65 Test Acc: 36.7140%, Test loss: 0.120422
Epoch 66 Test Acc: 36.6558%, Test loss: 0.120437
Epoch 67 Test Acc: 36.7499%, Test loss: 0.120428
